SEarticles,word,n,total,tf,idf,tf_idf
Southeast Article 12,morbidly,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,moronomics,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,much,1,1147,0.00087184,0.510825624,0.000445358
Southeast Article 12,municipal,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,must,1,1147,0.00087184,0.916290732,0.000798859
Southeast Article 12,nations,1,1147,0.00087184,1.609437912,0.001403172
Southeast Article 12,net,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,newcomers,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,no,1,1147,0.00087184,0.762140052,0.000664464
Southeast Article 12,nonprofits,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,nope,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,now,1,1147,0.00087184,0.310154928,0.000270405
Southeast Article 12,nuclear,1,1147,0.00087184,1.609437912,0.001403172
Southeast Article 12,nuisance,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,obese,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,occupational,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,occurs,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,off,1,1147,0.00087184,0.762140052,0.000664464
Southeast Article 12,officials,1,1147,0.00087184,1.098612289,0.000957814
Southeast Article 12,ongoing,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,onto,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,opposite,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,our,1,1147,0.00087184,0.223143551,0.000194545
Southeast Article 12,outcome,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,over,1,1147,0.00087184,0.628608659,0.000548046
Southeast Article 12,overworked,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,partner,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,pathways,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,pay,1,1147,0.00087184,1.609437912,0.001403172
Southeast Article 12,perhaps,1,1147,0.00087184,1.609437912,0.001403172
Southeast Article 12,perspective,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,pine,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,ploy,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,point,1,1147,0.00087184,1.609437912,0.001403172
Southeast Article 12,pointing,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,policed,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,policing,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,poor,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,popularity,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,predictable,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,prevails.affordable,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,prevent,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,prey,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,probably,1,1147,0.00087184,1.609437912,0.001403172
Southeast Article 12,progressive,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,progressives,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,project,1,1147,0.00087184,1.609437912,0.001403172
Southeast Article 12,protections,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,protestors,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,provides,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,pundits,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,racist,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,radar,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,rank,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,rational,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,raylan,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,reactors,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,readily,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,reason.healthcare,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,reasonable,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,recall,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,recently,1,1147,0.00087184,0.916290732,0.000798859
Southeast Article 12,redistributing,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,reform,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,regularly,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,regulations,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,regulatory,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,religious,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,remember,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,requires,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,respond,1,1147,0.00087184,1.609437912,0.001403172
Southeast Article 12,results,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,review,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,rich,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,runaway,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,rural,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,safe,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,saner,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,schools,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,second,1,1147,0.00087184,1.32175584,0.001152359
Southeast Article 12,secret,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,sector,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,segregated,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,segregation,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,sell,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,sense,1,1147,0.00087184,1.609437912,0.001403172
Southeast Article 12,single,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,skin,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,skinned,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,slowed,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,solar,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,something,1,1147,0.00087184,1.32175584,0.001152359
Southeast Article 12,sorta,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,speculative,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,starting,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,stipulate,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,stopped,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,striking,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,strong,1,1147,0.00087184,1.609437912,0.001403172
Southeast Article 12,styled,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,summer,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,sure,1,1147,0.00087184,1.609437912,0.001403172
Southeast Article 12,tariff,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,thanks,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,them.but,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,themselves,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,thwart,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,times,1,1147,0.00087184,0.628608659,0.000548046
Southeast Article 12,trade,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,trading,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,trickle,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,trillion,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,trillions,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,troops,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,TRUE,1,1147,0.00087184,0.916290732,0.000798859
Southeast Article 12,tucker,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,tuition,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,tweedledum,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,tweedledumber,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,unemployment,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,unnecessary,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,upend,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,us,1,1147,0.00087184,0.510825624,0.000445358
Southeast Article 12,used,1,1147,0.00087184,0.762140052,0.000664464
Southeast Article 12,va,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,vaccine,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,variety,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,violent,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,voter,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,voters,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,walt,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,wants,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,wapo,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,way,1,1147,0.00087184,0.510825624,0.000445358
Southeast Article 12,weed,1,1147,0.00087184,2.708050201,0.002360985
Southeast Article 12,well,1,1147,0.00087184,0.405465108,0.000353501
Southeast Article 12,were,1,1147,0.00087184,0.628608659,0.000548046
Southeast Article 12,why,1,1147,0.00087184,1.32175584,0.001152359
Southeast Article 12,wind,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 12,without,1,1147,0.00087184,1.32175584,0.001152359
Southeast Article 12,worst,1,1147,0.00087184,1.32175584,0.001152359
Southeast Article 12,year,1,1147,0.00087184,0.405465108,0.000353501
Southeast Article 12,zero,1,1147,0.00087184,2.014903021,0.001756672
Southeast Article 13,0.8,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,1,1,913,0.00109529,1.32175584,0.001447706
Southeast Article 13,1.4,1,913,0.00109529,2.014903021,0.002206904
Southeast Article 13,10,1,913,0.00109529,1.32175584,0.001447706
Southeast Article 13,116,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,150,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,2,1,913,0.00109529,1.609437912,0.001762802
Southeast Article 13,21,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,27,1,913,0.00109529,2.014903021,0.002206904
Southeast Article 13,3.6,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,40,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,50,1,913,0.00109529,2.014903021,0.002206904
Southeast Article 13,academy,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,according,1,913,0.00109529,1.098612289,0.001203299
Southeast Article 13,alone,1,913,0.00109529,1.609437912,0.001762802
Southeast Article 13,americans,1,913,0.00109529,1.098612289,0.001203299
Southeast Article 13,analyses,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,analysis,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,another,1,913,0.00109529,1.32175584,0.001447706
Southeast Article 13,away,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,between,1,913,0.00109529,1.098612289,0.001203299
Southeast Article 13,blast,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,blistering,1,913,0.00109529,2.014903021,0.002206904
Southeast Article 13,brazilian,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,burning,1,913,0.00109529,1.609437912,0.001762802
Southeast Article 13,by,1,913,0.00109529,0,0
Southeast Article 13,can,1,913,0.00109529,0.143100844,0.000156737
Southeast Article 13,carbon,1,913,0.00109529,0.762140052,0.000834765
Southeast Article 13,caused,1,913,0.00109529,1.098612289,0.001203299
Southeast Article 13,center,1,913,0.00109529,1.609437912,0.001762802
Southeast Article 13,chances,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,civilization,1,913,0.00109529,2.014903021,0.002206904
Southeast Article 13,coal,1,913,0.00109529,1.609437912,0.001762802
Southeast Article 13,coming,1,913,0.00109529,1.098612289,0.001203299
Southeast Article 13,commonplace,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,computer,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,continues,1,913,0.00109529,1.609437912,0.001762802
Southeast Article 13,credible,1,913,0.00109529,2.014903021,0.002206904
Southeast Article 13,current,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,deadly,1,913,0.00109529,1.609437912,0.001762802
Southeast Article 13,deaths,1,913,0.00109529,1.32175584,0.001447706
Southeast Article 13,didn't,1,913,0.00109529,1.609437912,0.001762802
Southeast Article 13,digit,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,do,1,913,0.00109529,0.310154928,0.00033971
Southeast Article 13,does,1,913,0.00109529,0.916290732,0.001003604
Southeast Article 13,dutch,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,effects,1,913,0.00109529,0.762140052,0.000834765
Southeast Article 13,endured,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,environment,1,913,0.00109529,0.762140052,0.000834765
Southeast Article 13,era,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,essentially,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,established,1,913,0.00109529,2.014903021,0.002206904
Southeast Article 13,europe,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,even,1,913,0.00109529,0.628608659,0.000688509
Southeast Article 13,event.but,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,every,1,913,0.00109529,1.098612289,0.001203299
Southeast Article 13,everybody,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,examiner,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,expect,1,913,0.00109529,1.32175584,0.001447706
Southeast Article 13,extra,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,factor,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,fed,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,feel,1,913,0.00109529,2.014903021,0.002206904
Southeast Article 13,finds,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,five,1,913,0.00109529,1.32175584,0.001447706
Southeast Article 13,found.an,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,friederike,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,gabriel,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,gas,1,913,0.00109529,1.32175584,0.001447706
Southeast Article 13,gases,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,geert,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,global,1,913,0.00109529,0.143100844,0.000156737
Southeast Article 13,go,1,913,0.00109529,0.916290732,0.001003604
Southeast Article 13,greenhouse,1,913,0.00109529,1.32175584,0.001447706
Southeast Article 13,had,1,913,0.00109529,0.762140052,0.000834765
Southeast Article 13,happen,1,913,0.00109529,1.32175584,0.001447706
Southeast Article 13,hints,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,hotter,1,913,0.00109529,1.609437912,0.001762802
Southeast Article 13,huge,1,913,0.00109529,1.609437912,0.001762802
Southeast Article 13,hundreds,1,913,0.00109529,2.014903021,0.002206904
Southeast Article 13,if,1,913,0.00109529,0.310154928,0.00033971
Southeast Article 13,implications,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,including,1,913,0.00109529,0.510825624,0.000559502
Southeast Article 13,increased,1,913,0.00109529,1.098612289,0.001203299
Southeast Article 13,industrial,1,913,0.00109529,2.708050201,0.002966101
Southeast Article 13,international,1,913,0.00109529,2.014903021,0.002206904
Southeast Article 13,into,1,913,0.00109529,0.628608659,0.000688509
